,person,mask_ratio,run_name,split,epoch,optimizer_step,learning_rate,metric,value
190,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,20.382,3200,0.0005,smooth_l1,2.4446892386009724e-07
191,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,20.382,3200,0.0005,ssim_loss,0.00016685293521732092
192,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,21.019,3300,0.0005,objective_loss,0.00010067569161037682
193,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,21.019,3300,0.0005,smooth_l1,6.563506473611369e-07
194,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,21.019,3300,0.0005,ssim_loss,0.00020069503225386142
195,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,21.019,3300,0.0005,objective_loss,8.151680699484132e-05
196,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,21.019,3300,0.0005,smooth_l1,2.190091992204657e-07
197,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,21.019,3300,0.0005,ssim_loss,0.00016281460411846638
198,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,21.656,3400,0.0005,objective_loss,0.00010654499845259125
199,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,21.656,3400,0.0005,smooth_l1,9.724428750956804e-07
200,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,21.656,3400,0.0005,ssim_loss,0.00021211755461990832
201,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,21.656,3400,0.0005,objective_loss,8.097100621853314e-05
202,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,21.656,3400,0.0005,smooth_l1,2.2522780147582465e-07
203,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,21.656,3400,0.0005,ssim_loss,0.00016171678435057403
204,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,22.293,3500,0.0005,objective_loss,9.234665314579616e-05
205,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,22.293,3500,0.0005,smooth_l1,4.6895555364301347e-07
206,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,22.293,3500,0.0005,ssim_loss,0.0001842243503779173
207,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,22.293,3500,0.0005,objective_loss,9.442261407457408e-05
208,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,22.293,3500,0.0005,smooth_l1,7.41584126728867e-07
209,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,22.293,3500,0.0005,ssim_loss,0.00018810364417731762
210,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,22.93,3600,0.0005,objective_loss,0.00010184191858570558
211,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,22.93,3600,0.0005,smooth_l1,7.869817206085372e-07
212,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,22.93,3600,0.0005,ssim_loss,0.0002028968557715416
213,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,22.93,3600,0.0005,objective_loss,8.761367830629751e-05
214,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,22.93,3600,0.0005,smooth_l1,4.860953701779636e-07
215,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,22.93,3600,0.0005,ssim_loss,0.0001747412607073784
216,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,23.567,3700,0.0005,objective_loss,8.862780217896216e-05
217,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,23.567,3700,0.0005,smooth_l1,4.1624100376225216e-07
218,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,23.567,3700,0.0005,ssim_loss,0.00017683936282992364
219,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,23.567,3700,0.0005,objective_loss,9.043613135872874e-05
220,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,23.567,3700,0.0005,smooth_l1,6.612990006260589e-07
221,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,23.567,3700,0.0005,ssim_loss,0.0001802109647542238
222,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,24.204,3800,0.0005,objective_loss,0.00010126695240614936
223,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,24.204,3800,0.0005,smooth_l1,8.227064196120182e-07
224,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,24.204,3800,0.0005,ssim_loss,0.00020171119831502438
225,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,24.204,3800,0.0005,objective_loss,8.622796322015347e-05
226,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,24.204,3800,0.0005,smooth_l1,4.955711105480987e-07
227,leslie,0.0,train_mae_medium_leslie_mask_0.0,validation,24.204,3800,0.0005,ssim_loss,0.00017196035478264093
228,leslie,0.0,train_mae_medium_leslie_mask_0.0,training,24.841,3900,0.0001,objective_loss,0.00010263909287459683
